x,y,cls
0.657739807851613,0.104256731458008,1
-0.603637066204101,-0.437626576982439,2
0.984315994661301,-0.708402025979012,1
0.144840464927256,0.0875809579156339,1
0.381275604479015,0.725077630952001,1
-0.405269692651927,0.55381860723719,1
0.204296292737126,-0.781757123302668,2
0.784556488506496,0.186056893318892,1
-0.77807402331382,-0.508017589803785,2
0.697329993359745,0.498661204241216,1
-0.815099032130092,-0.324494995176792,2
0.667785828467458,0.0066766245290637,1
0.537105299532413,0.480136150959879,1
0.545133522711694,-0.308752321638167,1
-0.880003029480577,-0.389218199532479,2
-0.248722115065902,-0.621149562764913,2
0.499996158760041,-0.701736763585359,2
0.823934552259743,0.741234504617751,1
-0.849869273602962,0.920169351622462,1
-0.514949900563806,0.707783902063966,1
-0.392763960175216,0.476403003558517,1
0.245180480182171,0.0905385189689696,1
0.955974105279893,-0.917407131288201,1
0.41921972297132,-0.226206186693162,1
0.125541933812201,0.877203370444477,1
0.985596928279847,0.996457543224096,1
0.720331007149071,-0.823200413491577,2
-0.709884001873434,-0.180012714117765,2
-0.0346727734431624,-0.916894386988133,2
0.878669145982713,0.447734855581075,1
0.551849191077054,-0.234160279855132,1
-0.719489304814488,0.451464780606329,2
-0.288162059616297,0.741211751010269,1
0.394677026197314,0.849542240146548,1
0.490410374477506,-0.306917113251984,1
-0.61994055332616,-0.32605123706162,2
-0.692633763886988,0.0566148329526186,2
-0.293952640611678,0.475201215129346,1
-0.39695012755692,-0.488062075804919,2
-0.162026876118034,-0.400258908048272,2
-0.476075174752623,-0.273414053022861,2
0.858882830943912,-0.572007844690233,1
0.71961241774261,-0.161595575045794,1
-0.198241106234491,0.783385554794222,1
-0.950433132704347,-0.369076622650027,2
-0.622642257716507,-0.193489520344883,2
-0.831184378825128,0.00511841522529721,2
0.812305905856192,0.68667578836903,1
0.470482575707138,0.699432884342968,1
-0.83905435167253,-0.285973338410258,2
-0.071551195345819,-0.0939898733049631,2
0.137666348833591,0.339782600756735,1
0.636870338581502,0.67406798619777,1
-0.970508722122759,0.154062744230032,2
0.763805298134685,-0.137339750304818,1
-0.195277585182339,-0.0471273823641241,2
0.966282963752747,0.369246882852167,1
-0.709547444712371,-0.98896064562723,2
-0.551585035864264,-0.820252830628306,2
-0.14622143516317,-0.119655360002071,2
-0.981203646864742,-0.855897814501077,2
0.613966816104949,0.962207742966712,1
-0.200577307026833,-0.308231143280864,2
-0.172592443879694,-0.517921057995409,2
0.997125750407577,0.743309317622334,1
0.890483196359128,0.849618343170732,1
-0.292430399451405,-0.374562416691333,2
-0.124473766889423,0.388735946733505,1
0.407216371968389,-0.316210348159075,1
0.981045792810619,0.971365654375404,1
-0.0832976545207202,0.0649477569386363,2
-0.986022442579269,-0.211286183912307,2
-0.46633184608072,0.624869900289923,1
0.172506554517895,-0.446050846017897,2
0.923743168823421,-0.637275156565011,1
0.765955373644829,0.0792530481703579,1
-0.710916202049702,0.580141979269683,2
0.912331719882786,0.631117496173829,1
-0.550789416767657,0.0565830981358886,2
0.278855114709586,0.809429082088172,1
0.12229553097859,-0.0734087070450187,1
-0.284328231588006,-0.31915980624035,2
-0.513449897058308,-0.52362349210307,2
0.119713339023292,-0.155406121630222,2
-0.342223139014095,-0.7690698383376,2
-0.826138460077345,0.518025932833552,2
0.683528068475425,0.952108367811888,1
-0.0113539402373135,0.445562144741416,1
-0.0188003582879901,-0.0239776228554547,2
-0.956276990007609,-0.15359882125631,2
0.366522459313273,0.201419520191848,1
-0.820448115468025,0.723002763465047,2
0.682571918237954,-0.200300669297576,1
-0.438309330493212,0.944581395015121,1
-0.801203636452556,-0.333141043316573,2
0.692438926547766,-0.0483563076704741,1
0.548766323830932,-0.787313222419471,2
0.231031101197004,-0.786264878232032,2
0.309030099771917,-0.591158764436841,2
-0.432234621141106,0.835330969654024,1
